Layer,Head,Weight
73,35,-0.0027
8,39,-0.0027
11,9,-0.0027
26,54,-0.0027
36,23,-0.0027
59,48,-0.0027
63,22,-0.0027
77,3,-0.0027
3,60,-0.0027
6,19,-0.0027
7,11,-0.0027
7,41,-0.0027
8,61,-0.0027
20,39,-0.0027
25,31,-0.0027
25,35,-0.0027
27,18,-0.0027
28,44,-0.0027
30,49,-0.0027
32,52,-0.0027
48,15,-0.0027
48,20,-0.0027
51,32,-0.0027
61,38,-0.0027
62,34,-0.0027
67,14,-0.0027
71,15,-0.0027
72,48,-0.0027
77,43,-0.0027
2,58,-0.0027
4,4,-0.0027
6,46,-0.0027
8,56,-0.0027
14,63,-0.0027
20,1,-0.0027
24,6,-0.0027
24,60,-0.0027
34,58,-0.0027
41,37,-0.0027
44,61,-0.0027
47,7,-0.0027
49,54,-0.0027
50,14,-0.0027
50,34,-0.0027
51,54,-0.0027
56,2,-0.0027
7,40,-0.0027
38,6,-0.0027
58,22,-0.0027
70,46,-0.0027
73,18,-0.0027
74,23,-0.0027
0,39,-0.0027
1,51,-0.0027
6,54,-0.0027
29,47,-0.0027
34,47,-0.0027
40,16,-0.0027
51,7,-0.0027
54,33,-0.0027
57,58,-0.0027
72,9,-0.0027
11,34,-0.0027
17,31,-0.0027
35,13,-0.0027
38,45,-0.0027
45,50,-0.0027
53,7,-0.0027
53,49,-0.0027
53,51,-0.0027
56,45,-0.0027
58,35,-0.0027
61,5,-0.0027
62,37,-0.0027
63,35,-0.0027
64,52,-0.0027
68,7,-0.0027
68,39,-0.0027
72,13,-0.0027
73,53,-0.0027
76,55,-0.0027
77,59,-0.0027
78,59,-0.0027
14,30,-0.0028
19,30,-0.0028
41,6,-0.0028
54,54,-0.0028
58,8,-0.0028
62,60,-0.0028
71,41,-0.0028
73,25,-0.0028
76,61,-0.0028
5,39,-0.0028
6,29,-0.0028
12,37,-0.0028
15,30,-0.0028
20,42,-0.0028
26,55,-0.0028
41,42,-0.0028
43,13,-0.0028
56,18,-0.0028
57,21,-0.0028
61,27,-0.0028
63,56,-0.0028
69,20,-0.0028
70,36,-0.0028
71,17,-0.0028
72,29,-0.0028
77,7,-0.0028
2,38,-0.0028
4,16,-0.0028
16,1,-0.0028
21,46,-0.0028
30,61,-0.0028
49,24,-0.0028
51,56,-0.0028
57,56,-0.0028
63,30,-0.0028
67,37,-0.0028
73,49,-0.0028
76,39,-0.0028
31,52,-0.0028
41,47,-0.0028
48,54,-0.0028
65,33,-0.0028
67,60,-0.0028
77,19,-0.0028
11,22,-0.0028
17,35,-0.0028
17,61,-0.0028
24,47,-0.0028
38,35,-0.0028
44,31,-0.0028
47,57,-0.0028
55,37,-0.0028
56,27,-0.0028
62,12,-0.0028
78,33,-0.0028
1,54,-0.0028
22,40,-0.0028
22,45,-0.0028
28,53,-0.0028
45,40,-0.0028
54,38,-0.0028
61,50,-0.0028
62,41,-0.0028
63,9,-0.0028
67,17,-0.0028
76,27,-0.0028
78,11,-0.0028
3,10,-0.0029
7,9,-0.0029
7,26,-0.0029
32,15,-0.0029
32,35,-0.0029
35,52,-0.0029
46,50,-0.0029
46,59,-0.0029
58,47,-0.0029
66,57,-0.0029
73,58,-0.0029
21,16,-0.0029
41,4,-0.0029
41,39,-0.0029
48,51,-0.0029
61,61,-0.0029
74,4,-0.0029
14,47,-0.0029
20,9,-0.0029
27,0,-0.0029
44,46,-0.0029
50,46,-0.0029
53,38,-0.0029
54,14,-0.0029
55,60,-0.0029
68,47,-0.0029
71,43,-0.0029
75,23,-0.0029
0,9,-0.0029
5,13,-0.0029
8,43,-0.0029
9,16,-0.0029
9,21,-0.0029
13,3,-0.0029
16,2,-0.0029
19,7,-0.0029
35,14,-0.0029
44,24,-0.0029
47,51,-0.0029
61,59,-0.0029
66,62,-0.0029
67,42,-0.0029
68,40,-0.0029
69,52,-0.0029
74,33,-0.0029
75,38,-0.0029
6,0,-0.0029
8,55,-0.0029
9,34,-0.0029
12,16,-0.0029
17,33,-0.0029
32,2,-0.0029
41,61,-0.0029
42,23,-0.0029
53,4,-0.0029
61,54,-0.0029
65,56,-0.0029
68,56,-0.0029
70,53,-0.0029
72,6,-0.0029
73,23,-0.0029
7,51,-0.0029
7,57,-0.0029
8,50,-0.0029
11,16,-0.0029
16,32,-0.0029
22,49,-0.0029
29,50,-0.0029
30,35,-0.0029
38,0,-0.0029
48,46,-0.0029
49,33,-0.0029
50,40,-0.0029
52,38,-0.0029
56,17,-0.0029
64,13,-0.0029
70,9,-0.0029
78,45,-0.0029
7,62,-0.0029
9,46,-0.0029
10,12,-0.0029
13,58,-0.0029
16,21,-0.0029
39,6,-0.0029
40,1,-0.0029
40,41,-0.0029
43,7,-0.0029
51,53,-0.0029
54,60,-0.0029
58,45,-0.0029
59,40,-0.0029
65,13,-0.0029
67,1,-0.0029
67,34,-0.0029
73,54,-0.0029
76,42,-0.0029
4,10,-0.0030
7,59,-0.0030
10,43,-0.0030
15,7,-0.0030
15,32,-0.0030
30,42,-0.0030
36,21,-0.0030
45,22,-0.0030
46,5,-0.0030
52,15,-0.0030
57,25,-0.0030
59,23,-0.0030
61,48,-0.0030
63,11,-0.0030
68,29,-0.0030
70,38,-0.0030
75,4,-0.0030
76,7,-0.0030
4,31,-0.0030
10,61,-0.0030
13,43,-0.0030
15,42,-0.0030
39,27,-0.0030
41,53,-0.0030
45,45,-0.0030
46,60,-0.0030
49,39,-0.0030
51,47,-0.0030
52,26,-0.0030
59,29,-0.0030
61,55,-0.0030
65,43,-0.0030
1,2,-0.0030
3,3,-0.0030
12,4,-0.0030
16,43,-0.0030
18,46,-0.0030
18,63,-0.0030
19,23,-0.0030
24,32,-0.0030
28,36,-0.0030
30,58,-0.0030
32,47,-0.0030
32,50,-0.0030
33,12,-0.0030
40,49,-0.0030
40,62,-0.0030
41,45,-0.0030
44,3,-0.0030
44,9,-0.0030
45,41,-0.0030
50,24,-0.0030
53,20,-0.0030
53,37,-0.0030
55,57,-0.0030
70,50,-0.0030
76,62,-0.0030
0,46,-0.0030
2,62,-0.0030
11,45,-0.0030
36,60,-0.0030
49,13,-0.0030
55,20,-0.0030
57,2,-0.0030
68,57,-0.0030
1,49,-0.0030
6,22,-0.0030
13,37,-0.0030
16,54,-0.0030
21,47,-0.0030
36,41,-0.0030
46,27,-0.0030
54,23,-0.0030
56,14,-0.0030
56,16,-0.0030
60,55,-0.0030
76,28,-0.0030
76,58,-0.0030
78,39,-0.0030
1,5,-0.0030
5,60,-0.0030
9,39,-0.0030
12,40,-0.0030
18,43,-0.0030
25,5,-0.0030
25,55,-0.0030
30,46,-0.0030
36,24,-0.0030
48,60,-0.0030
48,63,-0.0030
54,42,-0.0030
68,12,-0.0030
70,4,-0.0030
3,35,-0.0031
4,23,-0.0031
5,37,-0.0031
6,61,-0.0031
10,13,-0.0031
15,48,-0.0031
33,58,-0.0031
40,61,-0.0031
46,54,-0.0031
50,48,-0.0031
59,41,-0.0031
61,26,-0.0031
65,10,-0.0031
70,51,-0.0031
73,22,-0.0031
79,40,-0.0031
0,7,-0.0031
7,52,-0.0031
11,5,-0.0031
12,12,-0.0031
28,57,-0.0031
39,1,-0.0031
52,44,-0.0031
61,42,-0.0031
64,35,-0.0031
0,25,-0.0031
0,38,-0.0031
4,9,-0.0031
6,28,-0.0031
9,6,-0.0031
9,53,-0.0031
16,62,-0.0031
23,4,-0.0031
30,47,-0.0031
31,36,-0.0031
35,6,-0.0031
45,39,-0.0031
50,28,-0.0031
57,59,-0.0031
59,21,-0.0031
64,32,-0.0031
66,52,-0.0031
68,60,-0.0031
69,33,-0.0031
76,29,-0.0031
78,32,-0.0031
14,19,-0.0031
14,38,-0.0031
26,10,-0.0031
29,26,-0.0031
35,2,-0.0031
37,56,-0.0031
38,58,-0.0031
43,3,-0.0031
50,47,-0.0031
54,1,-0.0031
55,16,-0.0031
64,56,-0.0031
68,38,-0.0031
10,23,-0.0031
13,48,-0.0031
26,23,-0.0031
48,41,-0.0031
51,4,-0.0031
51,51,-0.0031
55,14,-0.0031
57,42,-0.0031
58,36,-0.0031
60,27,-0.0031
63,2,-0.0031
71,38,-0.0031
73,37,-0.0031
73,63,-0.0031
2,7,-0.0031
20,47,-0.0031
38,32,-0.0031
40,25,-0.0031
45,57,-0.0031
50,58,-0.0031
61,51,-0.0031
64,21,-0.0031
71,37,-0.0031
74,24,-0.0031
6,31,-0.0031
6,32,-0.0031
21,5,-0.0031
28,48,-0.0031
39,63,-0.0031
41,17,-0.0031
48,53,-0.0031
57,13,-0.0031
61,31,-0.0031
1,58,-0.0032
1,62,-0.0032
2,15,-0.0032
3,39,-0.0032
4,21,-0.0032
5,62,-0.0032
10,44,-0.0032
12,50,-0.0032
20,36,-0.0032
26,17,-0.0032
28,34,-0.0032
40,33,-0.0032
40,36,-0.0032
45,60,-0.0032
47,36,-0.0032
49,9,-0.0032
49,47,-0.0032
50,41,-0.0032
54,12,-0.0032
63,12,-0.0032
71,9,-0.0032
74,38,-0.0032
76,11,-0.0032
77,54,-0.0032
5,44,-0.0032
12,47,-0.0032
21,24,-0.0032
22,23,-0.0032
31,10,-0.0032
40,3,-0.0032
55,54,-0.0032
60,45,-0.0032
64,41,-0.0032
69,9,-0.0032
71,7,-0.0032
78,46,-0.0032
33,25,-0.0032
43,16,-0.0032
55,42,-0.0032
56,59,-0.0032
61,28,-0.0032
61,62,-0.0032
65,24,-0.0032
69,43,-0.0032
74,36,-0.0032
1,43,-0.0032
14,41,-0.0032
23,48,-0.0032
40,6,-0.0032
40,50,-0.0032
43,30,-0.0032
45,7,-0.0032
50,56,-0.0032
51,10,-0.0032
52,63,-0.0032
63,17,-0.0032
70,11,-0.0032
0,47,-0.0032
5,9,-0.0032
6,3,-0.0032
16,8,-0.0032
16,52,-0.0032
24,30,-0.0032
31,45,-0.0032
32,29,-0.0032
32,36,-0.0032
37,47,-0.0032
44,34,-0.0032
45,17,-0.0032
50,1,-0.0032
50,3,-0.0032
56,33,-0.0032
60,16,-0.0032
60,63,-0.0032
63,27,-0.0032
65,26,-0.0032
75,1,-0.0032
79,41,-0.0032
2,40,-0.0032
3,40,-0.0032
4,44,-0.0032
9,19,-0.0032
10,45,-0.0032
11,0,-0.0032
15,35,-0.0032
26,9,-0.0032
31,3,-0.0032
31,20,-0.0032
35,15,-0.0032
53,44,-0.0032
55,23,-0.0032
58,55,-0.0032
60,23,-0.0032
61,39,-0.0032
72,43,-0.0032
77,46,-0.0032
1,17,-0.0033
2,50,-0.0033
3,45,-0.0033
7,20,-0.0033
7,33,-0.0033
14,0,-0.0033
31,28,-0.0033
38,13,-0.0033
42,13,-0.0033
49,10,-0.0033
50,8,-0.0033
52,42,-0.0033
61,19,-0.0033
68,17,-0.0033
69,60,-0.0033
72,17,-0.0033
74,19,-0.0033
2,18,-0.0033
3,46,-0.0033
4,0,-0.0033
9,56,-0.0033
11,4,-0.0033
18,37,-0.0033
23,6,-0.0033
35,16,-0.0033
37,49,-0.0033
39,24,-0.0033
51,41,-0.0033
54,28,-0.0033
54,31,-0.0033
55,44,-0.0033
56,10,-0.0033
56,13,-0.0033
61,9,-0.0033
64,63,-0.0033
66,36,-0.0033
70,3,-0.0033
70,48,-0.0033
71,33,-0.0033
73,50,-0.0033
74,30,-0.0033
74,42,-0.0033
78,42,-0.0033
0,36,-0.0033
4,17,-0.0033
10,42,-0.0033
23,56,-0.0033
27,50,-0.0033
28,25,-0.0033
49,14,-0.0033
52,46,-0.0033
59,34,-0.0033
74,9,-0.0033
77,63,-0.0033
78,17,-0.0033
78,36,-0.0033
0,33,-0.0033
4,34,-0.0033
5,23,-0.0033
19,22,-0.0033
32,32,-0.0033
36,47,-0.0033
46,48,-0.0033
58,46,-0.0033
62,20,-0.0033
65,35,-0.0033
66,46,-0.0033
68,41,-0.0033
69,11,-0.0033
69,22,-0.0033
70,15,-0.0033
71,49,-0.0033
72,52,-0.0033
72,59,-0.0033
77,28,-0.0033
11,51,-0.0033
28,40,-0.0033
28,58,-0.0033
38,40,-0.0033
51,40,-0.0033
53,17,-0.0033
54,56,-0.0033
55,22,-0.0033
58,61,-0.0033
61,1,-0.0033
61,16,-0.0033
62,28,-0.0033
67,51,-0.0033
6,1,-0.0033
15,10,-0.0033
17,34,-0.0033
24,56,-0.0033
27,39,-0.0033
30,56,-0.0033
37,14,-0.0033
51,0,-0.0033
60,40,-0.0033
63,40,-0.0033
63,43,-0.0033
65,2,-0.0033
65,40,-0.0033
68,6,-0.0033
68,15,-0.0033
79,16,-0.0033
1,44,-0.0033
1,57,-0.0033
8,19,-0.0033
15,49,-0.0033
18,52,-0.0033
23,33,-0.0033
24,29,-0.0033
29,32,-0.0033
30,23,-0.0033
51,19,-0.0033
51,45,-0.0033
52,31,-0.0033
55,32,-0.0033
57,1,-0.0033
62,42,-0.0033
62,48,-0.0033
68,37,-0.0033
69,48,-0.0033
69,58,-0.0033
72,45,-0.0033
75,11,-0.0033
3,9,-0.0034
6,35,-0.0034
19,21,-0.0034
49,36,-0.0034
57,3,-0.0034
59,6,-0.0034
59,25,-0.0034
65,1,-0.0034
68,22,-0.0034
69,63,-0.0034
74,5,-0.0034
76,19,-0.0034
3,5,-0.0034
6,60,-0.0034
9,1,-0.0034
14,56,-0.0034
28,59,-0.0034
29,23,-0.0034
33,46,-0.0034
36,9,-0.0034
36,12,-0.0034
48,59,-0.0034
49,44,-0.0034
55,36,-0.0034
62,8,-0.0034
65,8,-0.0034
65,19,-0.0034
66,0,-0.0034
71,53,-0.0034
71,62,-0.0034
73,20,-0.0034
74,56,-0.0034
2,16,-0.0034
2,25,-0.0034
9,33,-0.0034
13,31,-0.0034
15,39,-0.0034
19,55,-0.0034
33,27,-0.0034
37,61,-0.0034
42,21,-0.0034
54,51,-0.0034
64,58,-0.0034
67,5,-0.0034
72,19,-0.0034
1,55,-0.0034
7,42,-0.0034
7,46,-0.0034
12,22,-0.0034
15,19,-0.0034
16,47,-0.0034
19,8,-0.0034
23,18,-0.0034
26,48,-0.0034
39,31,-0.0034
50,19,-0.0034
53,47,-0.0034
53,55,-0.0034
55,41,-0.0034
58,40,-0.0034
63,29,-0.0034
65,44,-0.0034
69,21,-0.0034
73,13,-0.0034
79,56,-0.0034
3,6,-0.0034
3,29,-0.0034
4,59,-0.0034
16,40,-0.0034
27,53,-0.0034
29,30,-0.0034
34,19,-0.0034
38,9,-0.0034
43,28,-0.0034
45,33,-0.0034
46,47,-0.0034
47,31,-0.0034
47,53,-0.0034
47,60,-0.0034
48,62,-0.0034
49,41,-0.0034
53,26,-0.0034
55,35,-0.0034
56,43,-0.0034
60,31,-0.0034
66,37,-0.0034
74,57,-0.0034
4,6,-0.0034
5,58,-0.0034
8,25,-0.0034
11,57,-0.0034
15,54,-0.0034
22,57,-0.0034
25,29,-0.0034
27,47,-0.0034
39,5,-0.0034
47,54,-0.0034
55,51,-0.0034
72,20,-0.0034
72,50,-0.0034
75,44,-0.0034
78,9,-0.0034
2,56,-0.0034
5,8,-0.0034
6,9,-0.0034
7,17,-0.0034
10,15,-0.0034
11,62,-0.0034
12,41,-0.0034
15,37,-0.0034
28,60,-0.0034
29,46,-0.0034
41,44,-0.0034
42,8,-0.0034
42,58,-0.0034
44,60,-0.0034
47,35,-0.0034
47,61,-0.0034
48,40,-0.0034
50,2,-0.0034
51,44,-0.0034
54,19,-0.0034
62,39,-0.0034
70,34,-0.0034
70,58,-0.0034
77,14,-0.0034
0,48,-0.0035
1,45,-0.0035
10,18,-0.0035
10,19,-0.0035
11,25,-0.0035
12,26,-0.0035
19,17,-0.0035
21,26,-0.0035
23,27,-0.0035
30,45,-0.0035
31,12,-0.0035
36,29,-0.0035
39,62,-0.0035
44,25,-0.0035
54,49,-0.0035
55,4,-0.0035
57,54,-0.0035
58,44,-0.0035
63,7,-0.0035
63,45,-0.0035
64,25,-0.0035
64,34,-0.0035
66,11,-0.0035
69,10,-0.0035
70,33,-0.0035
3,37,-0.0035
10,1,-0.0035
11,31,-0.0035
11,63,-0.0035
13,47,-0.0035
17,6,-0.0035
21,14,-0.0035
33,60,-0.0035
37,48,-0.0035
41,36,-0.0035
42,29,-0.0035
49,16,-0.0035
50,22,-0.0035
52,25,-0.0035
54,50,-0.0035
58,15,-0.0035
58,41,-0.0035
58,60,-0.0035
59,52,-0.0035
63,1,-0.0035
64,27,-0.0035
69,19,-0.0035
72,3,-0.0035
75,46,-0.0035
3,31,-0.0035
4,42,-0.0035
10,8,-0.0035
12,56,-0.0035
24,8,-0.0035
24,28,-0.0035
30,28,-0.0035
44,33,-0.0035
48,47,-0.0035
59,43,-0.0035
61,10,-0.0035
71,32,-0.0035
72,8,-0.0035
12,32,-0.0035
14,22,-0.0035
15,4,-0.0035
32,58,-0.0035
36,26,-0.0035
41,1,-0.0035
43,18,-0.0035
56,6,-0.0035
63,8,-0.0035
64,53,-0.0035
67,26,-0.0035
72,12,-0.0035
74,48,-0.0035
3,11,-0.0035
10,14,-0.0035
16,27,-0.0035
19,61,-0.0035
21,2,-0.0035
46,4,-0.0035
47,32,-0.0035
76,59,-0.0035
0,35,-0.0035
7,54,-0.0035
13,28,-0.0035
21,11,-0.0035
24,46,-0.0035
31,32,-0.0035
32,17,-0.0035
42,49,-0.0035
44,20,-0.0035
46,37,-0.0035
47,1,-0.0035
48,8,-0.0035
60,26,-0.0035
63,25,-0.0035
66,32,-0.0035
68,26,-0.0035
73,2,-0.0035
78,52,-0.0035
79,24,-0.0035
3,22,-0.0036
5,34,-0.0036
9,47,-0.0036
10,52,-0.0036
12,13,-0.0036
12,27,-0.0036
13,2,-0.0036
17,38,-0.0036
27,21,-0.0036
29,3,-0.0036
37,53,-0.0036
45,48,-0.0036
46,13,-0.0036
47,45,-0.0036
52,8,-0.0036
53,50,-0.0036
56,34,-0.0036
61,41,-0.0036
67,29,-0.0036
0,26,-0.0036
0,60,-0.0036
1,15,-0.0036
3,23,-0.0036
6,57,-0.0036
12,48,-0.0036
12,63,-0.0036
14,11,-0.0036
18,39,-0.0036
20,3,-0.0036
31,55,-0.0036
37,18,-0.0036
38,4,-0.0036
47,17,-0.0036
49,42,-0.0036
55,56,-0.0036
57,31,-0.0036
60,51,-0.0036
61,49,-0.0036
63,34,-0.0036
66,19,-0.0036
71,55,-0.0036
73,3,-0.0036
2,45,-0.0036
2,55,-0.0036
10,9,-0.0036
13,18,-0.0036
13,59,-0.0036
15,17,-0.0036
30,40,-0.0036
44,40,-0.0036
46,22,-0.0036
48,30,-0.0036
52,58,-0.0036
62,9,-0.0036
68,4,-0.0036
71,56,-0.0036
75,2,-0.0036
75,29,-0.0036
2,28,-0.0036
13,8,-0.0036
17,3,-0.0036
17,26,-0.0036
18,35,-0.0036
20,7,-0.0036
28,32,-0.0036
31,24,-0.0036
38,27,-0.0036
39,22,-0.0036
52,47,-0.0036
53,35,-0.0036
54,53,-0.0036
59,19,-0.0036
64,11,-0.0036
64,44,-0.0036
66,12,-0.0036
66,25,-0.0036
67,10,-0.0036
68,42,-0.0036
70,2,-0.0036
70,26,-0.0036
72,15,-0.0036
72,49,-0.0036
76,50,-0.0036
77,60,-0.0036
17,32,-0.0036
19,57,-0.0036
21,27,-0.0036
22,28,-0.0036
36,59,-0.0036
39,16,-0.0036
39,42,-0.0036
42,1,-0.0036
54,36,-0.0036
63,54,-0.0036
69,55,-0.0036
72,16,-0.0036
74,21,-0.0036
75,27,-0.0036
1,59,-0.0036
3,0,-0.0036
4,53,-0.0036
12,3,-0.0036
14,16,-0.0036
27,33,-0.0036
28,37,-0.0036
39,49,-0.0036
41,11,-0.0036
42,38,-0.0036
46,58,-0.0036
49,61,-0.0036
55,58,-0.0036
56,28,-0.0036
56,32,-0.0036
57,7,-0.0036
59,36,-0.0036
60,47,-0.0036
63,4,-0.0036
63,14,-0.0036
65,21,-0.0036
65,49,-0.0036
66,43,-0.0036
66,44,-0.0036
68,46,-0.0036
72,35,-0.0036
73,40,-0.0036
0,32,-0.0036
6,33,-0.0036
6,44,-0.0036
10,39,-0.0036
12,43,-0.0036
14,6,-0.0036
14,37,-0.0036
16,10,-0.0036
17,49,-0.0036
21,33,-0.0036
23,53,-0.0036
28,5,-0.0036
58,33,-0.0036
64,33,-0.0036
65,18,-0.0036
68,35,-0.0036
69,8,-0.0036
74,28,-0.0036
78,48,-0.0036
0,40,-0.0037
0,49,-0.0037
2,44,-0.0037
4,56,-0.0037
7,45,-0.0037
20,48,-0.0037
21,1,-0.0037
21,22,-0.0037
24,27,-0.0037
27,44,-0.0037
32,63,-0.0037
41,32,-0.0037
45,13,-0.0037
47,25,-0.0037
56,62,-0.0037
57,61,-0.0037
60,7,-0.0037
61,2,-0.0037
61,18,-0.0037
68,63,-0.0037
69,27,-0.0037
73,48,-0.0037
75,59,-0.0037
13,26,-0.0037
14,60,-0.0037
16,36,-0.0037
17,52,-0.0037
26,21,-0.0037
55,9,-0.0037
55,59,-0.0037
71,47,-0.0037
75,20,-0.0037
76,40,-0.0037
78,10,-0.0037
4,49,-0.0037
12,14,-0.0037
12,59,-0.0037
15,21,-0.0037
15,44,-0.0037
19,49,-0.0037
20,45,-0.0037
23,30,-0.0037
25,25,-0.0037
35,63,-0.0037
42,2,-0.0037
43,56,-0.0037
44,27,-0.0037
48,18,-0.0037
49,22,-0.0037
56,63,-0.0037
58,25,-0.0037
61,40,-0.0037
76,30,-0.0037
21,13,-0.0037
22,19,-0.0037
24,48,-0.0037
38,41,-0.0037
39,10,-0.0037
40,27,-0.0037
45,24,-0.0037
47,39,-0.0037
53,25,-0.0037
56,35,-0.0037
61,15,-0.0037
2,5,-0.0037
2,41,-0.0037
4,37,-0.0037
8,22,-0.0037
10,33,-0.0037
11,20,-0.0037
14,21,-0.0037
33,50,-0.0037
37,51,-0.0037
41,40,-0.0037
67,50,-0.0037
70,21,-0.0037
1,4,-0.0037
3,59,-0.0037
5,5,-0.0037
6,25,-0.0037
11,11,-0.0037
14,15,-0.0037
17,5,-0.0037
18,29,-0.0037
23,22,-0.0037
39,25,-0.0037
46,9,-0.0037
48,12,-0.0037
49,4,-0.0037
52,12,-0.0037
52,16,-0.0037
52,22,-0.0037
52,56,-0.0037
60,33,-0.0037
60,35,-0.0037
62,17,-0.0037
76,0,-0.0037
10,3,-0.0038
10,60,-0.0038
11,46,-0.0038
13,40,-0.0038
18,34,-0.0038
36,62,-0.0038
38,46,-0.0038
44,53,-0.0038
52,17,-0.0038
53,29,-0.0038
64,14,-0.0038
69,5,-0.0038
2,11,-0.0038
3,55,-0.0038
8,28,-0.0038
9,29,-0.0038
9,31,-0.0038
13,49,-0.0038
22,25,-0.0038
24,41,-0.0038
30,24,-0.0038
43,46,-0.0038
44,43,-0.0038
51,48,-0.0038
55,28,-0.0038
56,44,-0.0038
65,32,-0.0038
65,46,-0.0038
66,63,-0.0038
2,12,-0.0038
5,24,-0.0038
9,38,-0.0038
11,1,-0.0038
15,5,-0.0038
17,0,-0.0038
32,25,-0.0038
43,53,-0.0038
48,36,-0.0038
51,13,-0.0038
53,30,-0.0038
56,52,-0.0038
57,35,-0.0038
64,59,-0.0038
69,51,-0.0038
78,24,-0.0038
1,24,-0.0038
22,41,-0.0038
28,49,-0.0038
30,16,-0.0038
44,21,-0.0038
53,58,-0.0038
57,23,-0.0038
61,36,-0.0038
2,63,-0.0038
8,23,-0.0038
18,30,-0.0038
33,22,-0.0038
40,0,-0.0038
45,11,-0.0038
51,28,-0.0038
56,15,-0.0038
56,54,-0.0038
60,52,-0.0038
62,2,-0.0038
68,52,-0.0038
69,24,-0.0038
16,28,-0.0038
18,22,-0.0038
29,39,-0.0038
40,14,-0.0038
40,34,-0.0038
40,35,-0.0038
48,29,-0.0038
57,26,-0.0038
58,50,-0.0038
59,8,-0.0038
65,60,-0.0038
69,61,-0.0038
70,29,-0.0038
71,61,-0.0038
1,37,-0.0038
8,4,-0.0038
9,8,-0.0038
10,40,-0.0038
17,55,-0.0038
19,59,-0.0038
26,3,-0.0038
26,24,-0.0038
28,62,-0.0038
48,21,-0.0038
48,32,-0.0038
50,62,-0.0038
53,57,-0.0038
56,25,-0.0038
56,61,-0.0038
63,33,-0.0038
66,48,-0.0038
71,63,-0.0038
79,46,-0.0038
1,8,-0.0039
10,57,-0.0039
13,45,-0.0039
14,53,-0.0039
17,41,-0.0039
19,33,-0.0039
20,41,-0.0039
22,47,-0.0039
24,14,-0.0039
25,12,-0.0039
28,56,-0.0039
43,35,-0.0039
43,63,-0.0039
47,34,-0.0039
50,52,-0.0039
53,61,-0.0039
56,21,-0.0039
58,11,-0.0039
0,41,-0.0039
2,17,-0.0039
3,2,-0.0039
3,13,-0.0039
3,28,-0.0039
5,10,-0.0039
10,34,-0.0039
11,60,-0.0039
26,5,-0.0039
33,24,-0.0039
36,0,-0.0039
42,28,-0.0039
43,44,-0.0039
45,9,-0.0039
51,38,-0.0039
57,51,-0.0039
60,32,-0.0039
64,30,-0.0039
64,43,-0.0039
67,28,-0.0039
68,2,-0.0039
71,35,-0.0039
75,25,-0.0039
0,13,-0.0039
7,7,-0.0039
11,29,-0.0039
12,30,-0.0039
19,11,-0.0039
20,32,-0.0039
37,60,-0.0039
48,1,-0.0039
48,27,-0.0039
54,44,-0.0039
59,10,-0.0039
0,6,-0.0039
0,43,-0.0039
1,31,-0.0039
1,38,-0.0039
5,19,-0.0039
5,32,-0.0039
6,53,-0.0039
8,57,-0.0039
8,60,-0.0039
10,53,-0.0039
22,4,-0.0039
22,39,-0.0039
26,47,-0.0039
28,63,-0.0039
29,45,-0.0039
41,7,-0.0039
43,50,-0.0039
44,14,-0.0039
44,44,-0.0039
44,45,-0.0039
48,6,-0.0039
51,1,-0.0039
51,12,-0.0039
51,21,-0.0039
52,14,-0.0039
52,52,-0.0039
53,3,-0.0039
55,33,-0.0039
59,26,-0.0039
59,62,-0.0039
64,6,-0.0039
64,26,-0.0039
64,62,-0.0039
65,36,-0.0039
68,50,-0.0039
72,23,-0.0039
76,1,-0.0039
77,45,-0.0039
5,25,-0.0039
6,20,-0.0039
12,10,-0.0039
12,62,-0.0039
14,12,-0.0039
19,15,-0.0039
19,31,-0.0039
28,7,-0.0039
30,43,-0.0039
33,26,-0.0039
37,20,-0.0039
39,46,-0.0039
40,4,-0.0039
40,11,-0.0039
41,60,-0.0039
44,30,-0.0039
45,61,-0.0039
47,49,-0.0039
48,22,-0.0039
53,48,-0.0039
58,20,-0.0039
59,44,-0.0039
60,53,-0.0039
61,21,-0.0039
62,40,-0.0039
69,3,-0.0039
69,57,-0.0039
71,29,-0.0039
74,61,-0.0039
75,5,-0.0039
78,63,-0.0039
1,41,-0.0040
4,36,-0.0040
7,4,-0.0040
7,63,-0.0040
9,7,-0.0040
10,6,-0.0040
11,58,-0.0040
16,41,-0.0040
24,9,-0.0040
24,31,-0.0040
29,34,-0.0040
30,38,-0.0040
32,13,-0.0040
35,61,-0.0040
37,46,-0.0040
38,43,-0.0040
40,9,-0.0040
46,2,-0.0040
47,10,-0.0040
48,16,-0.0040
49,20,-0.0040
55,7,-0.0040
55,31,-0.0040
55,49,-0.0040
59,11,-0.0040
61,23,-0.0040
63,24,-0.0040
65,57,-0.0040
67,36,-0.0040
68,45,-0.0040
69,62,-0.0040
71,2,-0.0040
71,28,-0.0040
2,51,-0.0040
3,34,-0.0040
6,52,-0.0040
7,5,-0.0040
8,53,-0.0040
12,0,-0.0040
12,23,-0.0040
13,35,-0.0040
14,26,-0.0040
21,9,-0.0040
22,60,-0.0040
31,23,-0.0040
37,19,-0.0040
42,19,-0.0040
47,0,-0.0040
52,48,-0.0040
56,49,-0.0040
57,47,-0.0040
63,26,-0.0040
64,5,-0.0040
65,15,-0.0040
65,37,-0.0040
66,22,-0.0040
6,42,-0.0040
